treatment,replicate,obs,time,elapsed,date,hhmmss,averaging,TIME,E,CO2_r,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,?Vc,Edyn,Hr,Hs,dHs/dt,?Vh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,?CO2,CO2_s_d,CO2_r_d,?H2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,Tled,Pc,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,?CO2:MN,?CO2:SLP,?CO2:SD,?CO2:OK,?H2O:MN,?H2O:SLP,?H2O:SD,?H2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
soil,7,2282,1677604539,9267.9,20230228 11:15:38,11:15:38,5,1677604536,0.001812279,430.5257,1.812279125,5.11660776,412.5889,333.7119686,33.08231455,40.9017268,0.119432086,3.463034292,0.117190132,0.073441758,238.0512459,27.42849686,25.27252,3.231707286,54.63127683,1.737070504,3.179626407,1.494636782,-79.92150939,-50.92964879,319.9006156,427.1007033,17.19729518,1.810836275,5.11660776,439.0298473,423.9739273,1.593545972,92.95903525,1.812279125,15.74445595,17.52393636,4.25E-05,100.24,0,0,1,0,52761.48828,1500.007,1264.505955,0.843000036,0.15870009,6,0.5,0: Broadleaf,2,TRUE,1677604536,412.5889,430.5257,17.52239,15.74404,409.2596,17.16511,600.2551,99.03456,0.09977637,24.99973,25.27252,999.9,0,0,10008.567,485.0164,423.4897,-17.9368,419.9476,437.4125,1.77833,430.5257,15.74404,1.735322,1.559206,15.21606,13.56145,1500.007,0.8999988,0.1000012,32,29958.18,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-17.8220525,-1.502121951,0.17731439,0,1.7810315,-0.046464991,0.005632534,1,1,2,2-Jan,3.20697,2.73531,0.0982655,0.10164,0.0883607,0.0814571,29015.2,22881.3,30614.8,27506.6,37825.4,38497.3,46343.6,47134.3,2.14965,1.62423,0.0207424,0,24.9352,999.9,43.3,32.5,21.4747,63.2248,26.847,1,0.191847,1.83403,20.1764,5.2414,11.9081,5.0107,3.29528,1602.9,8998.8,6517,999.9,1.86611,1.86375,1.86699,1.8666,1.86047,1.8634,1.86246,1.86736,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.33,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,158.2,158.2,1.12183,2.48413,1.65283,2.2876,1.55029,2.4292,37.6504,23.8511,19,632.584,343.521,22.7537,29.9911,30.0002,30.2707,30.3821,22.4485,30.1378,0,22.7558,445.53,15.7801,106.821,99.1179
soil,7,2283,1677604542,9270.9,20230228 11:15:41,11:15:41,5,1677604539,0.001815838,435.3105,1.815838213,4.949604565,417.3624,340.7356128,33.77889862,41.37531173,0.119655587,3.460325407,0.117403594,0.073576049,238.0505775,27.4302836,25.27474,3.232134166,54.63520712,1.737276259,3.179774272,1.494857907,-80.0784652,-51.15844656,319.8865562,426.700222,17.19904949,1.812742986,4.949604565,444.0048669,428.8674364,1.634108113,92.95903525,1.815838213,15.74360193,17.52632,8.21E-05,100.24,0,0,1,0,52702.93905,1500.003,1264.502687,0.843000105,0.158700068,6,0.5,0: Broadleaf,2,TRUE,1677604539,417.3624,435.3105,17.52431,15.74408,414.0331,17.16703,600.2514,99.03532,0.09989613,25.00051,25.27474,999.9,0,0,9996.934,485.025,423.5901,-17.94806,424.8071,442.274,1.78022,435.3105,15.74408,1.735526,1.559221,15.21788,13.56157,1500.003,0.8999994,0.1000007,32,29958.14,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-17.8824475,-1.03655122,0.145010194,0,1.77923925,-0.009425178,0.002541375,1,1,2,2-Jan,3.20709,2.73539,0.0991379,0.102508,0.0883709,0.0814623,28987.1,22859,30614.8,27506.3,37824.9,38497,46343.4,47134.2,2.14985,1.62418,0.0206567,0,24.9352,999.9,43.3,32.5,21.4738,63.1948,26.5184,1,0.19186,1.83414,20.1762,5.2417,11.9081,5.0107,3.29525,1602.9,8998.8,6517,999.9,1.86608,1.86377,1.86699,1.86657,1.86046,1.8634,1.86245,1.86735,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.329,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,158.2,158.2,1.13159,2.48413,1.65283,2.28638,1.55029,2.40234,37.6504,23.8423,19,632.742,343.501,22.7553,29.9911,30.0002,30.2707,30.3833,22.6529,30.1378,0,22.7554,450.55,15.7801,106.821,99.1174
soil,7,2284,1677604545,9273.9,20230228 11:15:44,11:15:44,5,1677604542,0.001817474,440.2388,1.817473984,5.131218827,422.143,343.0340035,34.00705454,41.84961223,0.119782485,3.458967095,0.117524893,0.07365235,238.0500339,27.43156609,25.27516,3.232214933,54.64120456,1.737543619,3.17991456,1.494671313,-80.15060271,-51.07869134,319.8924992,426.7132391,17.33707225,1.815027886,5.131218827,449.0201972,433.7445636,1.626610765,92.95903525,1.817473984,15.74484739,17.52928424,6.61E-05,100.24,0,0,1,0,52673.53753,1500,1264.500131,0.843000087,0.158700023,6,0.5,0: Broadleaf,2,TRUE,1677604542,422.143,440.2388,17.52685,15.74437,418.8136,17.16956,600.2478,99.03612,0.09998371,25.00125,25.27516,999.9,0,0,9991.062,485.0147,423.7109,-18.09583,429.6739,447.2811,1.782464,440.2388,15.74437,1.735789,1.559261,15.22025,13.56198,1500,0.9,0.1000001,32,29958.1,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-17.9494625,-0.73944878,0.117826259,0,1.77897375,0.012507355,0.001967837,1,1,2,2-Jan,3.20715,2.73541,0.100003,0.103382,0.0883814,0.0814571,28959.2,22836.2,30614.8,27505.7,37824.4,38496.8,46343.2,47133.6,2.14998,1.62415,0.0205636,0,24.9352,999.9,43.3,32.5,21.4756,62.9248,26.7909,1,0.191918,1.83875,20.1761,5.24185,11.9081,5.0108,3.2953,1602.9,8998.8,6517,999.9,1.86608,1.86375,1.86697,1.86655,1.86047,1.8634,1.86241,1.86735,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.329,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,158.3,158.3,1.14136,2.46948,1.65283,2.2876,1.55029,2.49268,37.6504,23.8598,19,632.84,343.487,22.7559,29.9913,30.0002,30.2707,30.3833,22.8586,30.1378,0,22.7554,455.56,15.7801,106.82,99.1158
soil,7,2285,1677604548,9276.9,20230228 11:15:47,11:15:47,5,1677604545,0.001821308,445.2376,1.821308344,5.203949129,426.9538,346.9421849,34.39438059,42.32639365,0.120105531,3.459749997,0.117836373,0.073848037,238.050135,27.43016357,25.27231,3.231666908,54.64950452,1.737804443,3.179908872,1.493862465,-80.31969797,-50.56426031,319.9246537,427.0908304,17.51455998,1.818445079,5.203949129,454.1324745,438.6724606,1.644424136,92.95903525,1.821308344,15.74352074,17.53172303,7.13E-05,100.24,0,0,1,0,52690.41547,1500,1264.500054,0.843000036,0.15870009,6,0.5,0: Broadleaf,2,TRUE,1677604545,426.9538,445.2376,17.52954,15.74367,423.6244,17.17225,600.2347,99.03577,0.09999984,25.00122,25.27231,999.9,0,0,9994.435,485.0197,423.7471,-18.28384,434.5717,452.3593,1.785866,445.2376,15.74367,1.736049,1.559185,15.22259,13.56126,1500,0.8999988,0.1000012,32,29958.11,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-18.0267525,-1.012080675,0.147276203,0,1.7800225,0.031947467,0.003387577,1,1,2,2-Jan,3.20709,2.73549,0.100874,0.104263,0.0883894,0.0814527,28931.3,22813.6,30614.9,27505.6,37824.1,38496.5,46343.2,47133,2.14972,1.6242,0.0204146,0,24.9352,999.9,43.3,32.5,21.4754,63.5248,27.3758,1,0.19218,1.84195,20.1762,5.24245,11.9081,5.01065,3.2953,1602.9,8998.8,6517,999.9,1.86608,1.86373,1.86699,1.86655,1.86046,1.8634,1.86241,1.86735,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.33,0.3572,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,158.3,158.3,1.15234,2.4646,1.65283,2.2876,1.55029,2.39136,37.6504,23.8423,19,632.652,343.515,22.7557,29.9932,30.0001,30.2715,30.3834,23.0585,30.1378,0,22.7542,460.58,15.7801,106.82,99.1147
soil,7,2286,1677604551,9279.9,20230228 11:15:50,11:15:50,5,1677604548,0.001826288,450.2836,1.826288237,5.327419654,431.7954,350.2405491,34.72128087,42.80626387,0.120487433,3.460681394,0.118204571,0.07407936,238.0499301,27.42842704,25.27073,3.231363126,54.65838095,1.738085669,3.179906976,1.493277457,-80.53931126,-50.28495426,319.9425756,427.1682402,17.70902004,1.822388069,5.327419654,459.2744982,443.6325394,1.65363543,92.95903525,1.826288237,15.74228034,17.53548485,4.65E-05,100.24,0,0,1,0,52710.49557,1499.998,1264.498413,0.843000066,0.158700165,6,0.5,0: Broadleaf,2,TRUE,1677604548,431.7954,450.2836,17.53242,15.74273,428.4661,17.17514,600.2505,99.03548,0.10004545,25.00121,25.27073,999.9,0,0,9998.436,485.0315,423.751,-18.48823,439.501,457.4857,1.789701,450.2836,15.74273,1.736334,1.559089,15.22512,13.5603,1499.998,0.8999978,0.1000022,32,29958.06,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-18.1168175,-1.716068668,0.212815918,0,1.78197375,0.045690394,0.004604285,1,1,2,2-Jan,3.20703,2.73537,0.10174,0.105133,0.0884029,0.0814564,28903.4,22792.1,30614.9,27506.4,37823.8,38497.5,46343.5,47134.4,2.15005,1.6241,0.0201613,0,24.9352,999.9,43.3,32.5,21.4751,63.4048,27.5801,1,0.192111,1.84472,20.1763,5.24245,11.9081,5.0109,3.2953,1603.2,9000,6517,999.9,1.86608,1.86373,1.86699,1.86658,1.86047,1.8634,1.86243,1.86735,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.33,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,158.4,158.4,1.16211,2.47559,1.65283,2.28638,1.55029,2.32178,37.6504,23.8423,19,632.928,343.471,22.755,29.9937,30.0001,30.2733,30.3853,23.2624,30.1378,0,22.7542,465.59,15.7801,106.821,99.1177
soil,7,2287,1677604554,9282.9,20230228 11:15:53,11:15:53,5,1677604551,0.001828801,455.3189,1.828800683,5.554762995,436.6534,352.1098181,34.90652392,43.28778003,0.120743243,3.460458363,0.118450632,0.074234001,238.0498738,27.42774061,25.26709,3.230663368,54.67034665,1.738438183,3.17985579,1.492225185,-80.65011012,-49.65300555,319.9802768,427.7270349,17.87648236,1.825382233,5.554762995,464.3623479,448.5614727,1.642038852,92.95903525,1.828800683,15.74386586,17.53921576,9.01E-05,100.24,0,0,1,0,52705.72993,1499.998,1264.49839,0.843000051,0.158700128,6,0.5,0: Broadleaf,2,TRUE,1677604551,436.6534,455.3189,17.53601,15.74341,433.3241,17.17872,600.2585,99.03531,0.10002257,25.00094,25.26709,999.9,0,0,9997.502,485.0127,423.751,-18.66553,444.4473,462.602,1.7926,455.3189,15.74341,1.736685,1.559154,15.22828,13.56094,1499.998,0.8999983,0.1000017,32,29958.03,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-18.210205,-2.682932083,0.280314133,0,1.78430775,0.055527017,0.005449836,1,1,2,2-Jan,3.20692,2.73537,0.102601,0.106009,0.0884151,0.0814554,28875.4,22769.7,30614.6,27506.3,37823,38497.4,46343.1,47134.1,2.14988,1.62433,0.0199936,0,24.9352,999.9,43.3,32.5,21.4759,63.2548,27.1154,1,0.19221,1.84818,20.1761,5.2423,11.9081,5.0106,3.29523,1603.2,9000,6517,999.9,1.86608,1.86374,1.86697,1.8666,1.86045,1.8634,1.8624,1.86735,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.33,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,158.4,158.4,1.1731,2.47803,1.65283,2.2876,1.55029,2.38647,37.6504,23.8598,19,632.79,343.601,22.7545,29.9937,30.0001,30.2733,30.3859,23.4621,30.1378,0,22.753,470.61,15.7801,106.82,99.1171
soil,7,2288,1677604557,9285.9,20230228 11:15:56,11:15:56,5,1677604554,0.001830949,460.379,1.830948801,5.573235393,441.5208,356.7380687,35.36538759,43.77036148,0.120941871,3.462982514,0.11864343,0.074355011,238.0500438,27.42496733,25.26527,3.230313539,54.68253155,1.738761373,3.179738253,1.491552165,-80.74484211,-49.4651882,319.9920839,427.8320974,18.05908806,1.828651223,5.573235393,469.5600146,453.5630061,1.670719927,92.95903525,1.830948801,15.74329965,17.54112,3.34E-05,100.24,0,0,1,0,52760.288,1499.999,1264.499238,0.843000054,0.158700135,6,0.5,0: Broadleaf,2,TRUE,1677604554,441.5208,460.379,17.53925,15.74346,438.1913,17.18196,600.2633,99.03553,0.09991612,25.00032,25.26527,999.9,0,0,10008.248,485.0173,423.751,-18.85831,449.403,467.7429,1.795785,460.379,15.74346,1.737008,1.559162,15.23118,13.56102,1499.999,0.8999982,0.1000018,32,29958.05,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-18.34299,-3.644881801,0.352983878,0,1.787061,0.062803677,0.006079948,1,1,2,2-Jan,3.2071,2.73547,0.103469,0.106873,0.0884235,0.0814556,28847.3,22747.7,30614.4,27506.3,37822.4,38497.4,46342.7,47134,2.14967,1.62418,0.0202768,0,24.9352,999.9,43.3,32.5,21.4759,63.3748,26.6066,1,0.192114,1.84778,20.1763,5.24215,11.9081,5.0106,3.29523,1603.2,9000,6517,999.9,1.86609,1.86375,1.86702,1.8666,1.86045,1.8634,1.86245,1.86736,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.329,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,158.5,158.5,1.18286,2.47314,1.65283,2.28638,1.55029,2.47803,37.6504,23.8598,19,632.632,343.517,22.7534,29.9939,30.0001,30.2733,30.3859,23.6631,30.1378,0,22.7527,475.62,15.7788,106.819,99.117
soil,7,2289,1677604560,9288.9,20230228 11:15:59,11:15:59,5,1677604557,0.001834166,465.4144,1.834165925,5.673638984,446.4263,360.3156292,35.72010412,44.25673667,0.121149167,3.460771457,0.118841478,0.074479599,238.0502588,27.42581309,25.26725,3.230694124,54.69014404,1.739013798,3.17975721,1.491680325,-80.88671731,-49.78437047,319.9708962,427.3500671,18.17917684,1.83106631,5.673638984,474.6134715,458.5660848,1.662406315,92.95903525,1.834165925,15.74359888,17.54449091,4.30E-05,100.24,0,0,1,0,52712.57996,1500,1264.500104,0.843000069,0.158700173,6,0.5,0: Broadleaf,2,TRUE,1677604557,446.4263,465.4144,17.54177,15.74363,443.0969,17.18448,600.269,99.03559,0.10000455,25.00042,25.26725,999.9,0,0,9998.809,485.0287,423.751,-18.98817,454.3973,472.859,1.798142,465.4144,15.74363,1.73726,1.55918,15.23343,13.56116,1500,0.8999977,0.1000023,32,29958.08,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-18.5102475,-3.62898349,0.351954238,0,1.789993,0.061990019,0.006009986,1,1,2,2-Jan,3.20708,2.73553,0.104328,0.107727,0.0884353,0.0814586,28819.9,22725.6,30614.8,27505.9,37822.5,38496.8,46343.4,47133.4,2.14978,1.6242,0.0202768,0,24.9368,999.9,43.3,32.5,21.4734,63.3448,26.6066,1,0.192259,1.84734,20.1762,5.2423,11.908,5.0108,3.2952,1603.4,9001.1,6517,999.9,1.8661,1.86374,1.86702,1.86659,1.86042,1.8634,1.86244,1.86737,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.33,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,158.5,158.5,1.19263,2.47314,1.65283,2.2876,1.55029,2.51587,37.6263,23.8598,19,632.727,343.531,22.7529,29.9958,30.0001,30.2747,30.3859,23.8645,30.1378,0,22.7527,480.63,15.7758,106.82,99.1157
soil,7,2290,1677604563,9291.9,20230228 11:16:02,11:16:02,5,1677604560,0.001837617,470.4113,1.837617393,5.816641388,451.3338,363.3429423,36.0201935,44.74321342,0.121369298,3.458730955,0.119051964,0.074611995,238.0500663,27.4271622,25.26981,3.231186251,54.69819651,1.739348656,3.179901289,1.491837596,-81.03892704,-50.09065794,319.95266,426.8731413,18.25832291,1.83394336,5.816641388,479.7181756,463.5410848,1.659902357,92.95903525,1.837617393,15.74450231,17.54868424,5.69E-05,100.24,0,0,1,0,52668.44459,1499.999,1264.499247,0.84300006,0.15870015,6,0.5,0: Broadleaf,2,TRUE,1677604560,451.3338,470.4113,17.54516,15.7442,448.0046,17.18786,600.2687,99.03546,0.10006545,25.00118,25.26981,999.9,0,0,9990.122,485.0344,423.7432,-19.07739,459.3942,477.936,1.800952,470.4113,15.7442,1.737592,1.559234,15.2364,13.5617,1499.999,0.899998,0.100002,32,29958.06,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-18.6728175,-3.367027767,0.328693333,0,1.79291125,0.060887392,0.005908072,1,1,2,2-Jan,3.20706,2.73528,0.105187,0.108581,0.0884528,0.0814565,28792.4,22704.2,30614.8,27506.3,37822,38497.2,46343.6,47133.7,2.14965,1.62445,0.0201836,0,24.9373,999.9,43.3,32.5,21.4749,62.9848,27.1114,1,0.192266,1.8473,20.1762,5.24215,11.9081,5.01055,3.29518,1603.4,9001.1,6517,999.9,1.86609,1.86374,1.86699,1.8666,1.86046,1.8634,1.86244,1.86737,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.329,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,158.6,158.6,1.20239,2.46582,1.65283,2.2876,1.55029,2.4353,37.6504,23.8598,19,632.641,343.683,22.7524,29.9963,30.0001,30.2758,30.3879,24.0661,30.1378,0,22.7516,485.65,15.7713,106.821,99.1166
soil,7,2291,1677604566,9294.9,20230228 11:16:05,11:16:05,5,1677604563,0.001841553,475.4461,1.841553384,5.960810681,456.2269,366.4259763,36.32603727,45.2285494,0.121699088,3.463658891,0.11937252,0.074813153,238.0507349,27.42337134,25.26758,3.230757558,54.70912062,1.739730259,3.179963851,1.491027299,-81.21250424,-49.68399028,319.9829511,427.1371914,18.38844386,1.83828365,5.960810681,484.8341094,468.5263879,1.657246993,92.95903525,1.841553384,15.74345034,17.55159818,5.07E-05,100.24,0,0,1,0,52774.68532,1500.003,1264.502633,0.843000069,0.158700173,6,0.5,0: Broadleaf,2,TRUE,1677604563,456.2269,475.4461,17.54891,15.74363,452.8974,17.19162,600.2472,99.03624,0.09984646,25.00151,25.26758,999.9,0,0,10011.063,485.0427,423.726,-19.21909,464.3764,483.0509,1.805268,475.4461,15.74363,1.737977,1.55919,15.23985,13.56129,1500.003,0.8999977,0.1000023,32,29958.1,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-18.833685,-3.01363227,0.294688756,0,1.79633425,0.060406717,0.005854964,1,1,2,2-Jan,3.20696,2.73539,0.106039,0.109435,0.088465,0.0814563,28764.5,22682.4,30614.4,27506.3,37820.8,38497.4,46342.8,47133.9,2.14965,1.62448,0.019636,0,24.9373,999.9,43.3,32.5,21.4752,63.0748,27.5801,1,0.192304,1.84944,20.1761,5.242,11.9081,5.0106,3.2952,1603.4,9001.1,6517,999.9,1.86605,1.86373,1.86699,1.86658,1.86044,1.8634,1.86244,1.86737,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.33,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,158.6,158.6,1.21216,2.47437,1.65283,2.2876,1.55029,2.34985,37.6504,23.8511,19,632.641,343.701,22.7519,29.9963,30.0002,30.2758,30.3884,24.2653,30.1378,0,22.7516,490.66,15.766,106.819,99.1168
soil,7,2292,1677604569,9297.9,20230228 11:16:08,11:16:08,5,1677604566,0.001846303,480.5067,1.846303444,6.128214212,461.1185,369.2841282,36.6095348,45.71367271,0.122138699,3.462846395,0.119794928,0.075078663,238.051086,27.42265845,25.26213,3.229710065,54.72125241,1.740096335,3.17992783,1.48961373,-81.42198189,-48.69035153,320.042508,427.9812606,18.54642312,1.842448511,6.128214212,489.9843716,473.5019091,1.657980578,92.95903525,1.846303444,15.74321818,17.55607939,4.47E-05,100.24,0,0,1,0,52757.19764,1500.005,1264.504332,0.843000078,0.158700195,6,0.5,0: Broadleaf,2,TRUE,1677604566,461.1185,480.5067,17.55253,15.74315,457.7889,17.19524,600.2417,99.03659,0.09990682,25.00132,25.26213,999.9,0,0,10007.56,485.0373,423.7248,-19.38818,469.357,488.1924,1.809369,480.5067,15.74315,1.738342,1.559149,15.24312,13.56088,1500.005,0.8999974,0.1000026,32,29958.15,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-18.9878725,-2.840040901,0.277079682,0,1.79953525,0.064679212,0.006272034,1,1,2,2-Jan,3.2071,2.73541,0.106884,0.110292,0.0884806,0.0814555,28737,22660.4,30614.1,27506.1,37819.8,38497.2,46342.3,47133.6,2.14998,1.62442,0.0196174,0,24.9373,999.9,43.3,32.5,21.4754,63.3148,27.3317,1,0.192375,1.85072,20.1764,5.24245,11.9081,5.01085,3.29525,1603.4,9001.1,6517,999.9,1.86605,1.86373,1.86701,1.86658,1.86046,1.8634,1.86242,1.86737,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.329,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,158.7,158.7,1.22314,2.47803,1.65283,2.2876,1.55029,2.3584,37.6504,23.8598,19,632.897,343.673,22.7511,29.9971,30.0002,30.2758,30.3884,24.462,30.1378,0,22.7501,495.67,15.7601,106.818,99.1162
soil,7,2293,1677604572,9300.9,20230228 11:16:11,11:16:11,5,1677604569,0.00185046,485.574,1.850459692,6.190905453,466.0168,373.4793594,37.02539273,46.19921986,0.122499484,3.45867764,0.120139208,0.075295278,238.0501225,27.42415291,25.25933,3.229172019,54.73448571,1.740483939,3.179867164,1.48868808,-81.60527243,-48.16930426,320.0698754,428.3454212,18.70536922,1.846768196,6.190905453,495.1466594,478.5186909,1.671335693,92.95903525,1.850459692,15.74290398,17.55968606,5.50E-05,100.24,0,0,1,0,52667.34558,1499.999,1264.499269,0.843000075,0.158700188,6,0.5,0: Broadleaf,2,TRUE,1677604569,466.0168,485.574,17.55646,15.74293,462.6872,17.19916,600.2698,99.03632,0.10006277,25.001,25.25933,999.9,0,0,9989.808,485.0049,423.7175,-19.5573,474.3447,493.3406,1.813522,485.574,15.74293,1.738726,1.559122,15.24655,13.56062,1499.999,0.8999975,0.1000025,32,29958.05,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-19.1413525,-2.868041651,0.279650255,0,1.80303175,0.070944428,0.006889461,1,1,2,2-Jan,3.20705,2.73533,0.10773,0.111123,0.0884947,0.0814547,28710,22638.9,30614.3,27505.7,37819.7,38496.8,46342.7,47132.9,2.1498,1.62437,0.019677,0,24.9373,999.9,43.3,32.4,21.3541,63.2248,26.7067,1,0.192576,1.84988,20.1763,5.24215,11.9081,5.01085,3.29525,1603.6,9002.3,6517,999.9,1.86606,1.86374,1.867,1.86658,1.86045,1.8634,1.8624,1.86737,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.329,0.3572,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,158.7,158.7,1.23169,2.48169,1.65283,2.28638,1.55029,2.33032,37.6263,23.8423,19,632.768,343.649,22.75,29.9989,30.0003,30.2766,30.3891,24.6624,30.1378,0,22.7492,500.68,15.7518,106.819,99.1149
